,Crude_birth_rate,Crude_death_rate,Fertility_rate,DPT_immu,HepB3_immu,Measles_immu,HIV_incidence,TB_incidence,Homicides_per100000,Life_expectancy,Physicians_per1000_people,Population_density,Overweight_prevalence
175,10.6,10.0,1.54,96.0,96.0,96.0,0.6182203389830511,5.8,1.1369852689,77.2658536585366,1.933047540983607,113.28558652246257,5.0777777777777775
176,9.4,9.9,1.6,93.0,86.86502286138119,93.0,0.6182203389830511,5.3,0.48126993661,81.3780487804878,1.933047540983607,102.96366052404031,5.0777777777777775
177,32.439,4.252,4.403,85.0,85.0,93.0,0.6182203389830511,74.0,6.405792268262776,72.835,1.933047540983607,23.324687388352984,5.0777777777777775
178,41.753,10.855,6.072,42.0,42.0,46.0,0.03,262.0,6.405792268262776,57.068,1.933047540983607,23.923476902477127,5.0777777777777775
179,20.51,9.435,2.405,74.0,74.0,70.0,4.38,520.0,6.405792268262776,63.857,1.933047540983607,47.63011977676842,5.0777777777777775
180,35.01,10.459,4.696,49.0,49.0,49.0,1.46,146.0,6.405792268262776,57.604,1.933047540983607,355.6913367941228,5.0777777777777775
181,7.9,9.1,1.26,96.0,96.0,97.0,0.06,9.4,0.62107992821,83.43170731707319,1.933047540983607,93.67719744358322,5.0777777777777775
182,15.831,6.651,2.199,99.0,99.0,99.0,0.01,64.0,2.4212436336,76.812,1.0041,345.5589220220061,5.0777777777777775
183,19.470302335433498,7.61479427962278,2.625965833807269,97.0,98.0,96.0,0.6182203389830511,0.0,6.405792268262776,72.76090832407365,1.933047540983607,201.69615384615383,5.0777777777777775
184,12.0,7.205,1.436,95.0,95.0,86.0,0.6182203389830511,3.2,21.441530595,76.057,1.933047540983607,298.17868852459014,5.0777777777777775
185,14.7,4.4,1.81,87.84767327986886,86.86502286138119,86.92359599156109,0.6182203389830511,102.9480861244019,6.405792268262776,79.87073170731709,1.933047540983607,355.6913367941228,5.0777777777777775
186,14.24,9.263,1.891,97.0,97.0,99.0,0.6182203389830511,6.3,6.405792268262776,72.415,1.933047540983607,282.5897435897436,5.0777777777777775
187,32.177,7.188,4.407,93.0,93.0,88.0,0.09,71.0,6.405792268262776,65.095,1.933047540983607,355.6913367941228,5.0777777777777775
188,18.542,7.335,2.418,81.0,81.0,77.0,0.47,38.0,6.405792268262776,71.57,1.2101,3.69225,5.0777777777777775
189,11.4,9.1,1.76,97.0,92.0,97.0,0.6182203389830511,5.5,1.0830726772000001,82.55853658536586,1.933047540983607,24.981498121823673,5.0777777777777775
190,10.0,7.8,1.52,96.0,69.0,95.0,0.03,6.4,0.58646802447,83.75365853658538,1.933047540983607,215.46535048042864,5.0777777777777775
191,23.685,5.373,2.808,47.0,47.0,63.0,0.01,19.0,0.87931221497,71.779,1.933047540983607,92.06710777106137,5.0777777777777775
192,30.761,4.856,3.585,96.0,96.0,98.0,0.15,84.0,6.405792268262776,70.879,1.933047540983607,65.57271417249082,5.0777777777777775
193,36.7,6.419,4.892,89.0,89.0,88.0,1.59,253.0,6.405792268262776,65.015,1.933047540983607,63.57907879882592,2.8
194,10.344,7.666,1.525,97.0,97.0,96.0,0.09,153.0,6.405792268262776,76.931,0.805,135.89720683513085,5.0777777777777775
195,29.424,5.995,4.023,83.0,83.0,77.0,0.14,498.0,6.405792268262776,69.26,0.7224,85.27047747141897,5.0777777777777775
196,33.113,8.446,4.32,81.0,81.0,71.0,0.63,36.0,6.405792268262776,60.76,0.0774,145.04677330391615,5.0777777777777775
197,24.303,7.152,3.556,99.0,99.0,99.0,0.6182203389830511,10.0,6.405792268262776,70.801,1.933047540983607,143.32916666666668,5.0777777777777775
198,12.937,8.375,1.725,99.0,99.0,90.0,0.08,21.0,6.405792268262776,73.38,4.1675,270.92748538011693,5.0777777777777775
199,17.564,6.262,2.197,90.0,90.0,89.0,0.05,35.0,6.405792268262776,76.505,1.933047540983607,74.44132337796087,17.2
200,16.027,5.412,2.069,98.0,98.0,96.0,0.6182203389830511,16.0,2.5904756723,77.437,1.933047540983607,106.96012889310448,8.1
201,23.831,7.045,2.786,99.0,99.0,99.0,0.6182203389830511,46.0,6.405792268262776,68.073,1.933047540983607,12.450594769433746,5.0777777777777775
202,19.470302335433498,7.61479427962278,2.625965833807269,87.84767327986886,86.86502286138119,86.92359599156109,0.6182203389830511,6.1,6.405792268262776,72.76090832407365,1.933047540983607,39.64736842105263,5.0777777777777775
203,19.470302335433498,7.61479427962278,2.625965833807269,89.0,89.0,88.0,0.6182203389830511,270.0,6.405792268262776,72.76090832407365,1.933047540983607,383.6,5.0777777777777775
204,38.135,6.554,4.955,93.0,93.0,86.0,1.49,200.0,10.524460278,62.973,1.933047540983607,213.06173449032516,5.0777777777777775
205,8.7,14.8,1.301,69.0,67.0,91.0,0.29,80.0,6.405792268262776,71.58268292682928,1.933047540983607,77.02967080391514,5.0777777777777775
206,10.331,1.47,1.413,99.0,99.0,99.0,0.6182203389830511,1.0,6.405792268262776,77.814,2.5278,135.6091101098282,5.0777777777777775
207,11.0,9.3,1.68,94.0,86.86502286138119,92.0,0.6182203389830511,8.0,1.2049147774,81.2560975609756,2.8117,274.7089819369239,5.0777777777777775
208,11.6,8.6,1.7295,94.0,91.0,92.0,0.11,3.0,4.9569505476,78.53902439024391,1.933047540983607,35.71362209234954,5.0777777777777775
209,13.857,9.467,1.973,91.0,91.0,97.0,0.6182203389830511,33.0,12.060453021,77.77,1.933047540983607,19.708027653982402,5.0777777777777775
210,23.3,4.7,2.419,98.0,98.0,96.0,0.14,70.0,6.405792268262776,71.573,1.933047540983607,77.47085096379878,5.0777777777777775
211,29.595,5.266,3.782,85.0,85.0,75.0,0.6182203389830511,46.0,6.405792268262776,70.323,1.933047540983607,24.009844134536504,5.0777777777777775
212,17.881,6.982,2.272,60.0,60.0,74.0,0.19,48.0,36.687634837,72.128,1.933047540983607,32.73079190522079,5.0777777777777775
213,16.745,6.317,2.049,75.0,75.0,97.0,0.06,182.0,6.405792268262776,75.317,1.933047540983607,308.12524591221336,5.0777777777777775
214,12.5,8.1,2.06,87.84767327986886,86.86502286138119,86.92359599156109,0.6182203389830511,102.9480861244019,6.405792268262776,79.56829268292684,1.933047540983607,305.6485714285714,5.0777777777777775
215,30.453,5.983,3.792,65.0,65.0,64.0,0.04,48.0,6.405792268262776,66.096,1.933047540983607,53.97785290830918,5.0777777777777775
216,36.192,6.456,4.633,90.0,90.0,94.0,3.52,346.0,6.405792268262776,63.51,1.1867,23.341478900711603,5.2
217,30.676,7.883,3.615,89.0,89.0,88.0,2.87,210.0,6.405792268262776,61.195,0.2096,37.32459092671578,5.0777777777777775
